position,company,location,flag
Senior Data Engineer,Cecelia Health,"New York, NY",1
Business Development Representative,Heap automates,"New York, NY",1
Senior Data Analyst,Shutterstock,"New York, NY",1
Data Engineer,Yang2020,"New York, NY",1
Senior DQ/MDM Engineer,atacama,"New York, NY",1
Senior Construction Engineer I,New York Power Authority,"Gilboa, NY",1
Data Engineer,pymetrics,"New York, NY",1
Senior Process Engineer,GSK,"East Durham, NY",1
Senior Python Engineer- Data License Content Team (Consultant),Bloomberg,"New York, NY",1
Mechanical Engineer,Xylem,"Seneca Falls, NY",1
Software Development Engineer,"Amazon.com Services, Inc.","New York, NY",1
CNC Waterjet Operator - 5 Axis - 1st Shift,Ducommun Incorporated,"Saugerties, NY",1
Aerodynamic Engineer,Ingersoll Rand,"Buffalo, NY",1
Software Engineer,Gemini Trust,"New York, NY",1
Software Engineer,EnergyHub,"Brooklyn, NY",1
Software Development Engineer – Advertising API,"Amazon.com Services, Inc.","New York, NY",1
Software Development Engineer I,"Amazon.com Services, Inc.","New York, NY",1
Data Engineer,Course5 Intelligence,"New York, NY",1
Software Development Engineer - Candidate Chooses Teams!,"Amazon.com Services, Inc.","New York, NY",1
"Senior, Data Engineer",Capital One - US,"New York, NY",1
Senior Researcher,Engineers Gate,"New York, NY",1
Senior crm Software ENGINEER,Enablement Data,"New York, NY",1
Senior Window Systems Engineer,Adwait Algorithm LLP,"New York, NY",1
Senior Tester Engineer,Gamma Analytics,"New Rochelle, NY",1
Analytics Implementation Engineer (CBS News),CBS,"New York, NY",1
"Senior Software Engineer, Apple Pay",Apple,"New York, NY",1
Android Engineer,Caper,"New York, NY",1
Android Engineer,Handy,"New York, NY",1
Senior Sales Engineer,Brightflag,New York State,1
Senior C++ / Linux Engineer- Market Data Feeds Team (Consultant),Bloomberg,"New York, NY",1
Senior Backend Engineer: Learner Experience Team,Codecademy,"New York, NY",1
Senior Backend Engineer,Maven Clinic,"New York, NY",1
Plant Manufacturing Engineer,Remet Corporation,"Utica, NY",1
"Data Engineer, Analytics, Intern",Facebook,"New York, NY",1
"Product Manager, Data – Customer Support",Spotify,"New York, NY",1
Process Engineer I,BlueCross BlueShield of WNY,"Buffalo, NY",1
Process Engineer,PLI,"White Plains, NY",1
Principal Info Security Analyst- IAM Engineer,BNY Mellon,"New York, NY",1
Principal Data Scientist / Applied Machine Learning Engineer,CitiusTech,"Manhattan, NY",1
Platform Engineer,Seaport Global Holdings LLC,"New York, NY",1
Associate Software Engineer # JN -092019-49175,SSI,"East Aurora, NY",1
Partner Sales Engineer,Cloudera,"New York, NY",1
Senior Automated Test Engineer,Cisco Careers,"New York, NY",1
Overnight Maintenance Engineer - NYC Hotels,Holiday Inn Express Times Square South,"New York, NY",1
Associate Technical Support Engineer,Mitel,"Rochester, NY",1
New Product Development Manager,Evans and James,"New York, NY",1
Network Systems Engineer,Guidepoint Global,"New York, NY",1
Network Specialist,M&T Bank,"Amherst, NY",1
Monitoring & Diagnostic Engineer,New York Power Authority,"White Plains, NY",1
"Mission Operations Engineering, Internship",Palantir Technologies,"New York, NY",1
Metrologist,Chromalloy,"Orangeburg, NY",1
Project Controls Specialist,TOLL INTERNATIONAL LLC,"New York, NY",1
QA Analyst,Mahima Soft,"Hicksville, NY",1
Associate,CA CIB Americas,"New York, NY",1
Build Engineer,Avalanche Studios,"New York, NY",1
Senior Abuse Engineer,Proofpoint,"New York, NY",1
Senior AWS Engineer,Jahnel Group,"Schenectady, NY",1
Security Engineer,Namely,"New York, NY",1
Search and Discovery Engineer,TeePublic,"New York, NY",1
"Sales Engineer, Hybrid Cloud, Google Cloud",Google,"New York, NY",1
Data Engineer - Hux,Deloitte,"New York, NY",1
Sales Engineer,Remerge,"New York, NY",1
Sales Engineer,Paychex Inc.,"New York, NY",1
Sales Engineer,Lucidworks,"New York, NY",1
Sales Engineer,7Park Data,"New York, NY",1
"SAP Solutions Engineer, Google Cloud",Google,"New York, NY",1
SAP ABAP Associate - NY,SAP,"New York, NY",1
Research Staff,INFICON,"East Syracuse, NY",1
Building Engineer,SS&C Technologies,"Yorktown Heights, NY",1
Reporting Engineer,Medisked,"Rochester, NY",1
"Data Engineer Spring 2020 Internships – New York, NY",NBCUniversal,"New York, NY",1
Quality Engineer Internship,XOS,"East Greenbush, NY",1
Research Scientist,"Amazon.com Services, Inc.","New York, NY",1
Data Science Internship,G-Research,"New York, NY",100
Machine Learning Researcher,G-Research,"New York, NY",94
"Internship in Quantitative Research (Data Science, Machine Learning, Mathematical Modelling)",G-Research,"New York, NY",94
Senior Data Scientist,SSC,New York State,94
Senior ETL Data Analyst,Alliant Cooperative Data Solutions,"Brewster, NY",84
Statistician/ Biller,Lifespire,"New York, NY",83
"Vertical Lead, Data Science",eCornell,"Ithaca, NY",68
"Senior Product Insights Manager, Marketplace",Spotify,"New York, NY",22
"CIB-Wholesale Payments-Data Science & Artificial Intelligence-Product Manager, VP/ED",JP Morgan Chase,"New York, NY",22
CCB-Risk-Fraud Machine Learning Data Science Modeler - VIce President,JP Morgan Chase,"New York, NY",21
"Senior Academic Statistical Consultant, Data Science & Software Services",New York University,"New York, NY",20
"Data Science Manager, Bikes & Scooters",Lyft,"New York, NY",20
"Transaction Advisory Services - Decision Modeling & Economics- Data Science, Senior",EY,"New York, NY",20
"Principal UX Designer - AWS Database, Analytics and Machine learning","Amazon.com Services, Inc.","New York, NY",20
Advisory Services Senior Manager - Financial Services - Information Technology Advisory Services - Data and Analytics,EY,"New York, NY",20
"Manager, Machine Learning Modeler",KPMG,"New York, NY",20
Lead Computer Vision Engineer,RADAR,"New York, NY",20
"Full Stack Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"New York, NY",20
"Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"New York, NY",20
Hi-Tech Industry –AI/Data Science/Deep Machine Learning Senior Manager,Deloitte,"New York, NY",20
"Computer Vision Applications Engineer, Senior",Zebra Technologies,"Holtsville, NY",20
"Senior Consultant, Strategy & Analytics, Analytics & Cognitive",Deloitte,"New York, NY",20
Transaction Advisory Services- Decision Modeling & Economics- Data Science- Manager,EY,"New York, NY",20
New York Technology Consulting Machine Learning Experienced Consultant,Protiviti,"New York, NY",20
"Senior Business Development Manager, AWS Machine Learning","Amazon Web Services, Inc.","New York, NY",20
"Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence",Deloitte,"New York, NY",20
Postdoctoral Researcher in Climate/Ocean Physics and Machine Learning in the Mathematics department at NYU Courant,New York University,"New York, NY",20
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"New York, NY",20
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"New York, NY",20
Lead Engineer - Non-Destructive Evaluation,GE Corporate,"Niskayuna, NY",20
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"New York, NY",20
Senior Software Engineer - Computer Vision,Kitware,"Clifton Park, NY",19
Senior Data Engineer,Urbint,"New York, NY",19
Senior AI Scientist - Deep Learning in Computer Vision/Medical Imaging,Covera Health,"New York, NY",19
Senior Full Stack Engineer (Bowtie.ai by MINDBODY),MINDBODY,"New York, NY",19
Senior Machine Learning Engineer - Natural Language Processing (NLP),Lynk,"New York, NY",19
"Computer Vision Algorithm Researcher, Principal",Zebra Technologies,"Holtsville, NY",19
Local Lead Data Science Immersive Instructor,General Assembly,"New York, NY",18
"Senior Full-Stack Software Engineer, Human Loop - AI",NVIDIA,"New York, NY",18
Data Engineer,Capital One,"New York, NY",18
Contract/Temp - Medical Analytics (Statistical Programming),Regeneron,"Tarrytown, NY",18
Full Stack Engineer II (Bowtie.ai by MINDBODY),MINDBODY,"New York, NY",18
"Conversational Artificial Intelligence Designer, Manager - Applied Artificial Intelligence",Deloitte,"New York, NY",17
Software Development Engineer - Amazon AI,"Amazon Web Services, Inc.","New York, NY",17
AI Platform Senior Cloud Engineer,JP Morgan Chase,"New York, NY",17
"Senior Engineer, NLP",Renaissance Solutions,"New York, NY",17
Senior Analyst - Advanced Analytics - Commercial,Regeneron,"Sleepy Hollow, NY",17
"Sr. Associate, AI Engineer",KPMG,"New York, NY",16
Senior Product Manager - Applied Machine Learning,Twitter,"New York, NY",15
Data Scientist,Onward Search,"New York, NY",15
CIB-Wholesale Payments-Data Insights and Dashboards Product Manager-Vice President,JP Morgan Chase,"New York, NY",15
Senior Machine Learning Engineer,Meetup,"New York, NY",15
Senior Computer Vision Engineer,Samsung NEXT,"New York, NY",15
Senior Search Engineer - AI Research,AlphaSense,"New York, NY",15
"Sr. Machine Learning Engineer, ML Research Team",Vimeo,"New York, NY",14
Associate Director of Institutional Research and Assessment,The City University of New York (CUNY),"Bronx, NY",14
Forensics Services - Machine Learning and Data Science - Manager,PwC,"New York, NY",14
19/20 Federal College Work Study Student - Data Mining and Compilation,SUNY Upstate Medical University,"Syracuse, NY",14
Senior Machine Learning Engineer,Information Builders Inc.,"New York, NY",14
"Senior Product Manager, Data Science",Medidata Solutions,"New York, NY",14
"Senior Manager, Credit and Fraud Risk - Decision Science [Grace Hopper Conference]",American Express,"New York, NY",14
"Manager, Data & Analytics Modeler, Machine Learning",KPMG,"New York, NY",12
Data Scientists needed in NY - Senior Consultants and Managers!,Capgemini,"New York, NY",12
Data Analyst - Investigative Analytics - Senior Associate,PwC,"New York, NY",11
Senior Manager of Data Engineering,Capital One - US,"New York, NY",11
AI Senior Full-Stack Engineer,JP Morgan Chase,"New York, NY",11
"Associate Director, Data Science",Wunderman,"New York, NY",11
CCB-Risk-Fraud Machine Learning Data Science Modeler - Associate,JPMorgan Chase,"New York, NY",10
Advisory Services Senior - Financial Services - Information Technology Advisory Services - Data and Analytics,EY,"New York, NY",10
"Senior Project Manager, Data Science",Warby Parker,"New York, NY",10
Research Scientist - Machine Learning,Samsung Research America,"New York, NY",10
Senior Consultant - Data & Analytics - Insurance Suite,EY,"New York, NY",9
"2020 Intern - Sr. Data Scientist Intern, Chief Analytics Office",IBM,"Armonk, NY",9
Summer 2020 Data Science Internship at The Wall Street Journal,Dow Jones,"New York, NY",9
Software Engineer II - Data Science Team,Xandr,"New York, NY",9
"Manager, Data Science",The Estée Lauder Companies,"New York, NY",9
"Machine Learning Scientist, Digital & Computational Pathology",Memorial Sloan Kettering,"New York, NY",9
"Senior Manager, Data Science",Sony Corporation of America,"New York, NY",9
Data Analyst,Revel,"Brooklyn, NY",9
Program Evaluator and Assessment Manager,Mercy College,"Bronx, NY",9
CIMD - Marcus by Goldman Sachs - Machine Learning Engineer,Goldman Sachs,"New York, NY",9
Research Engineer - Non-Destructive Evaluation,GE Corporate,"Niskayuna, NY",9
Senior Data Analyst,Moda Operandi,"New York, NY",9
Associate Artificial Intelligence Program Manager (University Hire Summer 2020 Start),MasterCard,"Purchase, NY",9
"Senior Data Analyst, Bureau of Environmental Sciences and Engineering",New York City DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY",9
Data Engineer – Royalties,Spotify,"New York, NY",9
Senior Data Scientist,S&P Global Market Intelligence,"New York, NY",9
Data Science Intern,Bombora,"New York, NY",9
Senior Data Analyst,EmblemHealth,"New York, NY",8
Senior Data Analyst,Roku,"New York, NY",8
"Manager, Natural Language Processing Data Scientist",KPMG,"New York, NY",8
Manager of Data Science- Machine Learning (BK),Etsy,"New York, NY",8
Data Scientist - Machine Learning Fraud Analytics - Manager,PwC,"New York, NY",8
Senior Data Analyst,"Electric AI, Inc","New York, NY",8
Software Engineer II - Data Science Team,AT&T,"New York, NY",8
Senior Data Analyst,Converseon Inc.,"New York, NY",8
Software Engineer AI & NLU,Cortical.io,"New York, NY",8
"HR Manager, Data Architect",coty,"New York, NY",8
"2020 Intern - Data Scientist Intern, Chief Analytics Office",IBM,"Armonk, NY",8
Data Science Manager,Komodo Health,"New York, NY",8
Senior Machine Learning Engineer,American Express,"New York, NY",8
Data Scientist,Albert Einstein College of Medicine,"Bronx, NY",8
Data Scientist,Prognos,"New York, NY",8
Senior Forensic Data Analyst,New York University,"New York, NY",8
Postdoctoral Researcher in Data Science (062019123119),New York University,"New York, NY",8
Advisory Services Manager - Financial Services - Information Technology Advisory Services - Data and Analytics,EY,"New York, NY",8
"Sr. Principal Data Analyst- Weatlh Management, Asset Servicing or Banking Data Lead",BNY Mellon,"New York, NY",8
Data Scientist I/II/III/IV - 006900,Excellus,"Rochester, NY",8
Senior Data Science Engineer,Sojern,"New York, NY",8
AI Engineering – Software Engineer UI – VP,JP Morgan Chase,"New York, NY",8
Research Statistician,Northwell Health,"Manhasset, NY",8
"Associate, Artificial Intelligence & Machine Learning",Penguin Random House LLC,"New York, NY",8
CIB data+design - Data Scientist Manager - Executive Director,JPMorgan Chase,"New York, NY",7
Machine Learning Engineer,Ocrolus,"New York, NY",7
"Research Scientist, Machine Learning (PhD)",Facebook,"New York, NY",7
Principal Data Scientist,Verizon,"New York, NY",7
"Senior Data Scientist, Advanced Marketing Analytics",Spotify,"New York, NY",7
"Senior Data Scientist, Ads Analytics",Spotify,"New York, NY",7
Statistician,"KS&R, Inc","Syracuse, NY",7
"Director, Analytics & Data Science",Wunderman,"New York, NY",7
Postdoctoral Fellow - Genetics Center - Data Sci and Machine Learning,Regeneron,"Tarrytown, NY",7
"Analyst, Data Science","J.Crew Group, Inc.","New York, NY",7
Senior Data Scientist,AETNA,"New York, NY",7
Data Scientist,VROOM,"New York, NY",7
"Data Scientist, Engineer",BAI Communications,"New York, NY",7
"Data Scientist, Customer Operations",Squarespace,"New York, NY",7
Machine Learning Engineering Intern,Butterfly Network,"New York, NY",7
Data Science Analyst I - Genetics,Mount Sinai,"New York, NY",7
"Senior Data Analyst in Rochester, NY",Avani Technology Solutions Inc,"Rochester, NY",7
"Senior Data Scientist, NLP - Hux",Deloitte,"New York, NY",7
Director of Data Science & Analytics,HelloFresh,"New York, NY",7
Data Scientist,Rockstar New York,"New York, NY",7
Senior ETL Data Analyst,Alliant Insight,"Brewster, NY",7
Vice President of Data Science,Teladoc Health,"New York, NY",7
"Research Data Scientist, Lead",Booz Allen Hamilton,"Rome, NY",7
Data Scientist,Meetup,"New York, NY",7
Senior Lead Machine Learning Engineer/Data Scientist,Fareportal Inc.,"New York, NY",7
AI Engineer - Conversational AI,Interactions LLC,"New York, NY",7
Senior Machine Learning Engineer,Bounce Exchange,"New York, NY",7
AI Research Scientist - NLP,Bloomberg,"New York, NY",7
Director of AP Statistics,The College Board,"New York, NY",7
Senior Machine Learning Engineer,Samsung NEXT,"New York, NY",7
"VP, Data Science",Dotdash,"New York, NY",7
"Data Engineer, Marketing Science",Mindshare,"New York, NY",7
Senior Data Analyst,K Health,"New York, NY",7
Senior Machine Learning Engineer / Data Scientist,Meet Sally,"New York, NY",7
"Research Intern, Artificial Intelligence",Facebook,"New York, NY",7
Research Scientist (Computer Vision),Dataminr,"New York, NY",7
Senior Data Analyst,Rockstar New York,"New York, NY",7
"Data Scientist, Rapid Response",Gro Intelligence,"New York, NY",7
Principal Quantitative Modeler,Capital One - US,"New York, NY",7
Director of Data Science,Murmuration,"New York, NY",7
Data Scientist,RiviGroup,"New York, NY",7
Machine Learning Product Manager,WeWork,"New York, NY",7
"Machine Learning Engineer, Member Experience",WeWork,"New York, NY",7
Asset Management - Global Equities - Data Science - Analyst/Associate,JP Morgan Chase,"New York, NY",7
"Director, Demand Data Scientist",The Estée Lauder Companies,"New York, NY",7
NLP/ML Software Engineer,eBrevia,"New York, NY",7
Senior Analyst or Associate Scientist – Real-World Evidence/Data Analytics,Pharmerit International,"Boston, NY",7
Natural Language Processing Engineer,Agolo,"New York, NY",7
Senior Data Engineer - Amazon AI,"Amazon.com Services, Inc.","New York, NY",7
Senior Data Scientist,United Technologies Corp. Headquarters,"Brooklyn, NY",7
Senior Data Scientist,Strategic Financial Solutions,"New York, NY",7
Customer Success Manager - Big Data / AI,Global High Growth Big Data AI Company,"New York, NY",7
Cloud Solution Architect - Azure Data & AI,Microsoft,"New York, NY",7
"Manager, Data Science",Blink Health,"New York, NY",7
Network Data Scientist,Verizon,"Patchogue, NY",7
Machine Learning Scientist,Data Capital Management (DCM),"New York, NY",7
"Senior Data Analyst, Mortgages",dv01,"New York, NY",7
"Sr. Data Analyst, Brand Analytics, Analytics",Criteo,"New York, NY",7
Data Scientist -Quality Operations-Corporate,Mount Sinai,"New York, NY",7
"Director, Data Science",[m]Platform,"New York, NY",7
Security Data Scientist,Rockstar New York,"New York, NY",7
Data Scientist (Customer Facing),Inpher,"New York, NY",7
Sr. Dir. Data Science,AETNA,"New York, NY",7
Senior Web Engineer – Machine Learning Platform,Spotify,"New York, NY",7
Software Data Engineer/Data Science,Fareportal Inc.,"New York, NY",7
Environmental Data Scientist,o'brien & gere engineers,"Albany, NY",7
"Software Engineer, AI",Facebook,"New York, NY",7
Data Analyst/Data Scientist (2020 Start) - Analytics - Multioffice,Charles River Associates,"New York, NY",7
Data Scientist,Morgan Stanley,"New York, NY",6
Data Scientist - ML/AI,Getty Images,"New York, NY",6
Senior Data Scientist - Machine Learning,The Walmart eCommerce Family of Brands,"New York, NY",6
Senior Data Scientist,WeWork,"New York, NY",6
Senior Data Scientist,G-Research,New York State,6
Senior Data Scientist,FINDYR,"New York, NY",6
Data Scientist Manager - NEW YORK LOCATION!,Capgemini,"New York, NY",6
Data Scientist,Moody's Investors Service,"New York, NY",6
Senior Data Engineer - Center of Data Science,New York Life Insurance Co,"New York, NY",6
"Engineering Manager, Machine Learning Infrastructure (Brooklyn)",Etsy,"Brooklyn, NY",6
Lead Data Scientist,Mohawk Group,"New York, NY",6
Enterprise Data - Quant Researcher (Machine Learning),Bloomberg,"New York, NY",6
Lead Data Scientist - Marketing,New York Life Insurance Co,"New York, NY",6
Lead Data Scientist - 61282BR,AETNA,"New York, NY",6
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","New York, NY",6
Data Scientist- Portfolio Management & Provisioning,Credibly,"New York, NY",6
Senior Data Scientist,Braavo Capital,"New York, NY",6
"Data Scientist-Manager/ Sr Manager, Credit and Fraud Risk",American Express,"New York, NY",6
Senior Data Engineer,Compass,"New York, NY",6
Lead Data Scientist,New York State Office of the Attorney General,"New York, NY",6
Data Scientist - Stellar Astrophysics,Simons Foundation,"New York, NY",6
Senior Data Analyst,Noom US,"New York, NY",6
Data Scientist,Scienaptic Systems,"New York, NY",6
Senior Data Scientist,BNY Mellon,"New York, NY",6
Junior Data Scientist,BerlandTeam,"New York, NY",6
Interns@swissre 2020 - Data Scientist Intern,Swiss Re,"Armonk, NY",6
Data Scientist,eLogic LLC,"Rochester, NY",6
Imaging Sciences - 3D Applied Scientist,"Amazon.com Services, Inc.","New York, NY",6
INTERN - ANALYTICS & VISUALIZATION [Temporary],United Nations,"New York, NY",6
"Internship in Quantitative Research (Data Science, Machine Learning, Mathematical Modelling)",Alliant Cooperative Data Solutions,"New York, NY",6
"Data Scientist, Analytics (PhD)",Facebook,"New York, NY",6
Data Scientist / Quantitative Analyst,Tropikia Group,"New York, NY",6
Head of Data Science,"Gencove, Inc.","New York, NY",6
Senior Data Scientist,"Amazon.com Services, Inc.","New York, NY",6
Head Of Data Science,Scienaptic Systems,"New York, NY",6
"Senior Data Scientist, Experimentation Practice",Spotify,"New York, NY",6
"Data Scientist, Licensing Finance",Spotify,"New York, NY",6
Senior Data Scientist,PepsiCo,"New York, NY",6
"Grace Hopper Data Science, Data Analytics, Technical Business Analysts (Lead Data Analyst)",BNY Mellon,"New York, NY",6
Senior Data Analyst,The Estée Lauder Companies,"Long Island City, NY",6
"Senior Data Scientist, Growth & Experimentation",Codecademy,"New York, NY",6
"Data Scientist, Ad-Tech",Dailymotion,"New York, NY",6
"Senior Data Scientist, Identity and Cross-Device",The Trade Desk,"New York, NY",6
"Engineer, Data Science",NBCUniversal,"New York, NY",6
Senior Data Scientist,Oracle,"New York, NY",6
Data Scientist,Shareablee,"New York, NY",6
"Data Scientist, CCM",Simons Foundation,"New York, NY",6
Data Scientist Senior,Northeast Information Discovery,"Canastota, NY",6
Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","New York, NY",6
Lead Data Scientist,BCGDV,"New York, NY",6
Data Scientist Midlevel,Northeast Information Discovery,"Canastota, NY",6
Senior Data Scientist - Enterprise Risk Management,Bloomberg,"New York, NY",6
Data Science Platform Engineer,Xandr,"New York, NY",6
Data Visualization Analyst,charity: water,"New York, NY",6
Senior Data Analyst,New York City MAYORS OFFICE OF CONTRACT SVCS,"Manhattan, NY",6
SENIOR DATA SCIENTIST / DATA SCIENTIST,Tellic LLC,"New York, NY",6
"Manager, Data Science & Analytics",Live Nation,"New York, NY",6
Computer Vision Engineer,Zebra Technologies,"Holtsville, NY",6
Computer Vision Software Developer - U.S. Persons,Kitware,"Clifton Park, NY",6
"Computer Vision Software Developer, Advanced",Zebra Technologies,"Holtsville, NY",6
"Consultant, Strategy & Analytics, Analytics & Cognitive",Deloitte,"New York, NY",6
Machine Learning- Research Scientist,GE Corporate,"Niskayuna, NY",6
Machine Learning Researcher,Lifespire,"New York, NY",6
Data Analyst,Yang2020,"New York, NY",6
Software Development Engineer – AWS AI,"Amazon.com Services, Inc.","New York, NY",6
Data Engineer,Capital One - US,"New York, NY",6
Data Engineer,Ocrolus,"New York, NY",6
Data Engineer,Yang2020,"New York, NY",6
"Associate,Data Sciences (Wave Maker)",Wavemaker,"New York, NY",6
"Research Scientist, Machine Learning and Intelligence",Google,"New York, NY",6
Statistician/ Biller,G-Research,"New York, NY",6
"Research Scientist, Core Machine Learning (PhD)",Facebook,"New York, NY",6
"Manager, Data Scientist, Natural Language Processing (NLP)",KPMG,"New York, NY",6
"Software Engineer, Machine Learning",Google,"New York, NY",6
Data Science & Management Consultant,Celonis SE,"New York, NY",6
SMTS- Data Scientist/Data Analyst,GLOBALFOUNDRIES,"Malta, NY",6
Sr. Data Analyst,VROOM,"New York, NY",6
Associate Director Data Science and Data Engineering,HelloFresh,"New York, NY",6
Sr. Data Scientist - Worldwide Public Sector Team,"Amazon Web Services, Inc.","New York, NY",6
Big Data/PySpark Engineer,Avanade,"New York, NY",6
Brand Analytics Data Scientist,Alyvant,"New York, NY",6
Business Intelligence and Data Mining,IDM People,"New York, NY",6
"Senior Analyst, Analytics and Data Science",Wunderman,"New York, NY",6
Sr. Data Scientist / Data Scientist,BuzzFeed,"New York, NY",6
"Sr. Associate, Data Scientist, NLP",KPMG,"New York, NY",6
Asset & Wealth Management – Intelligent Digital Solutions – Data Science and Machine Learning Team – Vice President/ Executive Director,JP Morgan Chase,"New York, NY",6
Senior Applied Scientist,"Amazon.com Services, Inc.","New York, NY",6
SR. DATA SCIENTIST,"Foot Locker, Inc.","New York, NY",6
Manager-Operational Statistics,Metropolitan Transportation Authority,"Queens, NY",6
"Senior Associate, Data Sciences",Wavemaker,"New York, NY",6
Client Service Executive(Artificial Intelligence (AI) and Analytics),Cognizant Technology Solutions,"New York, NY",6
Cloud Data Engineer & Scientist,Ascensia Diabetes Care,"Valhalla, NY",6
"Cloud Data Engineer, Revenue Science",Twitter,"New York, NY",6
Data Science & Analytics Specialist,Rapid Response Monitoring,"Syracuse, NY",6
"Sr. Data Analyst, Brand Analytics",Criteo,"New York, NY",6
Lead Software Data Engineer/Data Science,Fareportal Inc.,"New York, NY",6
Data Scientist,Converge,"New York, NY",6
Senior Data Analyst,January Digital,"New York, NY",6
Senior Data Analyst,IDM People,"New York, NY",6
Senior Data Analyst,Healthfirst,"New York, NY",6
Data Scientist,"AbleTo, Inc.","New York, NY",6
Data Scientist,CLEAR - Corporate,"New York, NY",6
Data Scientist,7Park Data,"New York, NY",6
Senior Quality Data Analyst,VISITING NURSE SERVICE OF NEW YORK,"Manhattan, NY",6
Machine Learning Engineer,Behold.ai,"New York, NY",6
Machine Learning Engineer,Dow Jones,"New York, NY",6
"Senior Manager, Entertainment Sales Research",Warner Bros Careers,"New York, NY",6
Vice President - Insights & Data Insurance Lead,Capgemini,"New York, NY",6
"Vertical Lead, Data Science",SSC,"Ithaca, NY",6
Senior Product Data Analyst,Healthfirst,"New York, NY",6
Senior Data Analyst,MediaMath,"New York, NY",6
Data Scientist,Better.com,"New York, NY",6
Senior Data Analyst,MongoDB,"New York, NY",6
Data Science Manager,Capital One - US,"New York, NY",6
Data Scientist,Dentsu Aegis Network,"New York, NY",6
2020 PhD Data Scientist Internship - Uber Eats (New York),Uber,"New York, NY",6
Data Scientist,Dow Jones,"New York, NY",6
Senior Data Scientist,Farfetch,"New York, NY",6
Data Science Intern,Doctors Without Borders,"New York, NY",6
Advanced Analytics -Data Scientist - Digital Marketing,Accenture,"New York, NY",6
Senior Data Analyst,Bombas,"New York, NY",6
Academic Statistician,Noom US,"New York, NY",6
Operations Associate - Labor Marketplace,Nowsta,"Brooklyn, NY",5
"Director, Data Science",The Trade Desk,"New York, NY",5
"Director, Data Scientist, Natural Language Processing",KPMG,"New York, NY",5
SR. DATA SCIENTIST,Tory Burch,"New York, NY",5
Senior Data Scientist,Everytown for Gun Safety,"New York, NY",5
Data/Decision Scientist,IDM People,"New York, NY",5
Programmer/Data Scientist,New York University,"New York, NY",5
Director of Data Science,Vettery,"New York, NY",5
Senior Data Scientist,Conde Nast,"New York, NY",5
"Director, Data Science",Merkle Inc.,"New York, NY",5
Senior Data Scientist,EQUINOX,"New York, NY",5
"Regional Head of Business Development - AI, Machine Learning, Data Science",Xen.ai,"New York, NY",5
Senior Data Scientist,605,"New York, NY",5
Director Data Science,NBCUniversal,"New York, NY",5
Risk Decision Scientist (New York),Venmo,"New York, NY",5
Postdoctoral Associate in Data Science,New York University,"New York, NY",5
"Product Manager, Machine Learning Analytics",Refinitiv,"New York, NY",5
"Research Engineer, Artificial Intelligence (University Grad)",Facebook,"New York, NY",5
Principal Applied Scientist,"Amazon.com Services, Inc.","New York, NY",5
Research Staff - Institute for Data Exploration and Applications,Rensselaer Polytechnic Institute,"Troy, NY",5
Director of Analytics & Data Science,Unite Us,"New York, NY",5
Senior Data Scientist,BerlandTeam,"New York, NY",5
Director of Growth Data Science,Attune,"New York, NY",5
"Research Scientist (NLP, IR, Complex Networks, Recommender Systems)",Dataminr,"New York, NY",5
Senior Data Scientist,Amplicare,"New York, NY",5
Lead Data Scientist - elovee,BCGDV,"New York, NY",5
"Director, Marketing Science - Data Strategy",Mindshare,"New York, NY",5
Machine Learning Engineer,Perch,"New York, NY",5
Senior Compliance Data Analyst,Square,"New York, NY",5
Machine Learning Engineer,UBS,"New York, NY",5
Inventive Scientist (Labs - Data Science and AI Research),AT&T,"New York, NY",5
Senior Data Analyst,Bank of America,"New York, NY",5
Senior Data Analyst - New York City,Compass,"New York, NY",5
Machine Learning Engineer,Samsung NEXT,"New York, NY",5
Machine Learning Engineer,PulsePoint,"New York, NY",5
Senior Data Analyst,The E.W. Scripps Company,"New York, NY",5
Senior Data Analyst,THREE Group Inc.,"Saratoga Springs, NY",5
"Director, Product Management, Data Science",Information Builders Inc.,"New York, NY",5
"Lead Data Science Engineer, Analytic Capabilities",Warner Bros Careers,"New York, NY",5
Senior Data Analyst,Shutterstock,"New York, NY",5
Machine Learning Engineer,American Express,"New York, NY",5
Lead Data Scientist,Digitas,"New York, NY",5
Lead Data Scientist,Nielsen,"New York, NY",5
Lead Data Scientist,TVision Insights,"New York, NY",5
Lead Machine Learning Engineer,S&P Global Ratings,"Albany, NY",5
Lead Machine Learning Engineer,Beeswax,"New York, NY",5
"Internship Data Scientist, Product Analytics",Criteo,"New York, NY",5
Machine Learning Research Scientist,Butterfly Network,"New York, NY",5
Intern Industrial Statistician,Corning,"Corning, NY",5
Senior Business Data Analyst,ACS,"New York, NY",5
Distinguished Data Scientist,Verizon,"New York, NY",5
Senior Analyst / Statistician,eMAX Health,"White Plains, NY",5
